measurement_id,method,disparity_map_type,surface_reconstruction,offset,every_nth,spline_s,frame_name,ground_truth,euclidian,on_surface,on_surface_spline
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1543113475.png,65.0,61.329217517363595,65.38715783529788,64.32701962940372
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1543180195.png,65.0,61.07054349407119,67.13768923700897,65.54836664835852
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1543580979.png,65.0,61.870007112987956,65.68098842180413,64.63932660711038
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1543848149.png,65.0,61.7439213440164,65.56403599477244,64.47562007948389
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1543914869.png,65.0,62.05461527498983,65.91224558856109,64.49906126044522
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1543981589.png,65.0,61.445164971134645,65.58630133861465,64.3723323383698
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1544181749.png,65.0,62.15175389544711,67.31236744302493,65.69248890195132
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1544248469.png,65.0,62.61147658017437,66.63362796240793,65.71706570341935
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1544315189.png,65.0,62.14981579855941,67.47491683643908,65.8238246659389
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1544381909.png,65.0,63.20137696411385,66.77277068051635,65.79120521245657
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1544582069.png,65.0,62.43638213909408,67.1462258318593,65.50097295945939
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1545449569.png,65.0,62.40811303844616,66.88827117347691,65.48185609595328
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1545516289.png,65.0,62.517710196614615,66.27906001659368,65.2405732287114
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1921951644.png,65.0,62.58571980666049,65.24949306192617,64.79363010260596
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1922018364.png,65.0,63.277271613667516,66.4398776887676,65.7686388271689
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1922151804.png,65.0,63.25486289162947,65.76753265040269,65.34775890261952
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1922218524.png,65.0,63.156432961275634,65.88575923744274,65.4517082126073
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1922285244.png,65.0,63.46071466629325,65.8987635652133,65.40648659494335
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1922351964.png,65.0,63.380641692134574,65.57417603069482,65.15615739868298
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1922418684.png,65.0,63.15973253012339,65.73700704841657,65.38918927135322
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1922552124.png,65.0,63.234991198084394,65.860592679564,65.36726336557278
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1923619644.png,65.0,63.23937501341038,65.92175559411149,65.46143911309251
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1924153404.png,65.0,63.91211975915248,65.98266995028591,65.5527825453982
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1924353564.png,65.0,60.3305017200041,65.35022117876379,64.24488963821746
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1924420284.png,65.0,60.7185812843399,66.91103889142185,65.1647892132108
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1924487004.png,65.0,60.36698883786708,65.7465657535567,64.78659661282289
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1924620444.png,65.0,60.70532314450483,67.15893636786254,65.38048489567366
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1924687164.png,65.0,60.585163264990506,65.60194001686767,64.40799167979604
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1924753884.png,65.0,60.47630047806847,66.1713486450397,64.96496588945924
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1924820604.png,65.0,60.506265053386265,66.52668508995716,65.23848385887106
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1924887324.png,65.0,60.283591528249445,65.6567094734607,64.45190873881377
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1924954044.png,65.0,60.64043055038172,66.05782587130219,64.93087433543741
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1925020764.png,65.0,60.707858083029436,66.57613591573836,65.13047139170264
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1925087484.png,65.0,60.527718902751026,66.03703025644218,64.689295466603
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1925154204.png,65.0,60.02183494167116,65.69972672965366,64.5564587338579
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1925421084.png,65.0,61.10372381841172,65.85731123503948,64.88200834043774
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1925487804.png,65.0,60.538715082480294,65.20863007435308,64.41081595590137
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1926021564.png,65.0,62.04174827644576,66.6236391734004,65.83695529160318
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1926955644.png,65.0,61.951729388457736,66.5010110503009,65.7415770067479
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1927155804.png,65.0,61.613517695432485,66.60394323185047,65.46828665918135
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1927222524.png,65.0,61.44816751504886,65.9876663077204,65.15335616683292
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1927355964.png,65.0,60.535645498506604,65.28323212327693,64.35709881098484
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1927422684.png,65.0,61.36336253722447,66.9394092657733,65.79702064387473
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1927622844.png,65.0,63.2089112657462,65.52796573147728,64.98393777312926
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1927689564.png,65.0,61.346834136641085,66.42248574094026,65.55816168377534
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1927756284.png,65.0,61.508610083686904,65.30241258926806,64.7194373440102
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1927889724.png,65.0,61.21663603731963,65.12601735720014,64.57878194323037
1682245596,online,raft_stereo,poisson,20.0,10,0.4,1544782229.png,65.0,58.066302250739284,63.15570053856313,61.5651890756093
