measurement_id,method,disparity_map_type,surface_reconstruction,offset,every_nth,spline_s,frame_name,ground_truth,euclidian,on_surface,on_surface_spline
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1476661519.png,40.0,39.46815567489478,40.03929116879722,39.71337069740072
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1476728239.png,40.0,39.43941749547108,39.83186643433024,39.62230652113649
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1476794826.png,40.0,39.46282157378388,39.90383285243278,39.673422013826226
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1476861546.png,40.0,39.604697548073844,39.94208400426263,39.73208713055252
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1476928266.png,40.0,39.58689733695483,39.997627599050375,39.764245722691285
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1477061569.png,40.0,41.53390096590142,41.76421133282649,41.59298412387575
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1477128289.png,40.0,41.53725385163628,42.39123390935306,41.719115144714735
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1481598529.png,40.0,39.906632325579025,40.88206661993868,40.51904387912411
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1481665249.png,40.0,39.174597492137984,41.80166637303373,40.520057257145
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1481731969.png,40.0,39.407347531986105,40.86508435509246,40.194928528739354
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1481798689.png,40.0,39.32680160919394,40.05910865681399,39.72536142795553
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1483533409.png,40.0,41.48764598102664,44.338154053072834,43.50664475808784
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1484267329.png,40.0,41.33927799121246,42.09784001007278,41.92843358959058
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1484334049.png,40.0,39.171888883639596,39.83473601085008,39.67060563644425
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1484400769.png,40.0,38.900721886553214,39.90598122849317,39.690448412820174
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1484467489.png,40.0,39.17273057512986,39.88230265694092,39.52281194682594
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1484600929.png,40.0,39.18892157960061,40.36124384549943,40.083390211048815
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1484667649.png,40.0,38.618293156179455,39.10980858350627,38.89559858330136
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1484734369.png,40.0,41.33523184894569,42.53375719422591,42.33539965784801
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1484867809.png,40.0,41.36588843777923,42.42404677063473,41.59616285050998
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1485134689.png,40.0,41.2452388861368,41.4966750983988,41.41573476808955
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1485268129.png,40.0,41.47438319559201,43.049639500595646,42.28446203266662
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1485935329.png,40.0,41.580979282874154,42.58114211223382,42.49886307686669
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1486068769.png,40.0,41.37749483474193,41.62052104482899,41.55847375631914
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1486135489.png,40.0,41.36643557414933,41.83246276429398,41.68886610048306
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1486202209.png,40.0,41.36354381511515,41.74918033873553,41.67220686002439
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1486268929.png,40.0,41.23273934779708,41.66651727409262,41.55844410246263
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1486335649.png,40.0,41.48881759298092,42.143177463714345,41.89700735133196
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1486469089.png,40.0,41.46686897084461,42.382580800419305,42.0878987284193
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1486535809.png,40.0,41.482114534410115,42.27633250028025,41.937332563110715
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1487069569.png,40.0,38.908563954232356,39.35384825691323,39.20351469639326
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1490872609.png,40.0,41.419001514515436,42.06933722731187,41.54384907894049
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1904137404.png,40.0,41.08606118499186,44.478613453788554,43.52356195244747
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1904204124.png,40.0,40.98971147630778,45.38425352941399,44.000144491749296
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1904270844.png,40.0,39.64925077674,43.37302588161513,41.95213647545994
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1904337564.png,40.0,38.92739268083081,43.42447934694744,41.65743849556524
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1904404284.png,40.0,38.96731221604129,42.39181931617661,40.95041607062481
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1904471004.png,40.0,40.86402090681825,45.56022624837172,43.53418505573447
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1904604444.png,40.0,41.16168094334345,44.90296898185727,43.83751450000042
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1905004764.png,40.0,40.504985961094384,43.509534713873684,42.48144281536086
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1905071484.png,40.0,40.330883474020546,44.17393875326957,43.2184145724398
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1905138204.png,40.0,40.32017509081981,42.71329427580317,42.10512632184438
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1905204924.png,40.0,40.04124000673544,42.635861827480404,41.63763478046234
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1905338364.png,40.0,39.862467033839266,41.35862523472799,40.551679642937906
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1906272444.png,40.0,40.908808483448645,42.41188089885526,42.131868626577656
1682236165,online,raft_stereo,poisson,20.0,10,0.4,1906472604.png,40.0,41.216391989495435,43.473133982076654,42.73759463859804
